Challenge_Hex,Response_Bit
8188DE48719B2DD6,0
CC8CEBA90662200C,0
E7AB2EF77B8FD09A,1
2771A42280038F26,1
5711D5FD30B1B67B,0
7BC4D138EC737598,0
DFB68A5FBB8141F0,1
4F73AB1C860C7B68,1
53CC6B95C6895836,1
C4FCBB8424AEFBEA,1
192703A7DF2E37E7,0
FB764637D277AB64,0
84222F58F02254AF,1
FE22EBA1AD3D581E,0
3487246C21F9C072,1
095B81D6B97D7617,1
6338FB2975992B0A,1
DD643387B6B38FBC,0
1DA76D6985B864D4,1
4F9C78BF010D583F,1
0B458C23EEADA90C,0
D91EA7E6AFE2A940,0
DF3334C698233B06,1
55527A3C164A9B18,0
E3A1AF9777852DDB,1
1A64F27D0BCFD0FC,1
C4246277854494AB,0
BEDCACB7A8B331A0,1
05C144224FFEBDFD,1
C22CA6A893DAF60D,0
A38BBAA44FE898D8,0
35B8726CE462FF64,0
33579B275225374A,1
495C7AC8314AABDD,1
88433A3846D28109,0
C5D5601651B3CCF5,1
ABCEC90F70ECF41B,0
45CCAA931E1E5D91,1
2851A8BE2639E214,1
1D4D46D6460D113D,0
F553056703E7DD21,1
8F43A2509F795228,0
1A35447583997AC5,0
8AE3297E34E24142,0
8CA33A5459AE7302,1
4563ABBE51883A26,0
F17AA7A9243D116D,0
CDD3214CB4508610,0
92F7199348843B5B,0
2BD8AD4D3EACDB28,0
4FB67094123CF911,1
E46A0B429CFECBD8,1
8A6342CA56B7979E,1
0CFC64207192E443,1
076C108D214C87B1,0
E73E2BC578822064,1
0CEAAF73ACED4D55,1
6233960A1B1E06C3,1
160BEED40DC5D42E,0
6454A82A6D2CDBF9,0
B465C0272DD1D45B,0
E42AA836989B68C0,0
A124FDB297BEDF31,1
B0AC0677D60F8680,1
7222534DB3099E0D,1
5B0A31EA9DC6D783,1
5513B74F4FFC1C54,0
32B9C542D143E0A2,0
C226AB53B680873B,1
CF2E45EFABBE274A,1
141B9098889277FE,1
EC3B9258F943375E,0
C3B1927BC1785E77,1
915AA3C07737CFB5,1
17C95AAA21BD55EB,1
CD66D79DD0170108,1
B2D7692AEB70BDA9,0
18E63A5577E0EE02,0
4F75D45A74A12A0D,0
A4F89E23AF39F2CE,0
C438EAE0B5D0B595,0
7875B1C777243AA3,1
F28BF8463B504FDA,1
24CAF1B8394A97FD,1
E54CA6CADC70CE22,0
420FBEEF9DEFEAB9,1
5D0B042DE9B14C76,1
2EF03A1B645F273C,1
EAD1D758B319F18D,1
54905F79AA4946F4,1
DC5CD673C9ED66A6,1
53238AFFE1E538A1,1
7CCD3DC0740A5BED,1
10BBC60D07BF63EE,1
1CE62A9F79AF8348,1
7A88F16259F8068E,0
D88423547613EF44,0
484204D52BB9A661,1
593EDC83C497D0A8,0
931E1D4D9ABC9859,0
8208FD42209CE4A5,0
67DB09431A59C3EB,1
B6DA99CDD14B256C,1
1B63205FCBF85149,1
8E5FD65F536C32D0,1
1228130BA64272A2,0
4D579D00CADCC10F,1
760272BA8862036F,1
972D5D57669BE896,0
3D13452669D75427,0
3E6289819EF1A74F,0
28B58DB58C466308,0
7B7CE7CCF950F7FA,0
10E94DCE6241CBA3,0
354F184E57390B03,1
B1ADE82AD05CC78D,0
6E5FBF719749D2B0,0
FAEEBACDC8C8CCF9,0
9134C0B76F73573B,1
579A7954C98E3F5B,1
B1B2B5F88B661D1F,1
2C4F54163C749C16,0
AB6B3F08A9A0F4EF,1
BD47288513F0E33F,0
B63FA809EE4D0DEC,0
D635212D92FE00E8,0
1D4443517C93CDC3,1
98986758979800C3,0
534BFA8676812AD7,0
18FFD8AD8E1A3A51,1
71F9B0E2D2701A52,0
4EDB6DC82D19BD52,0
67E2189BF4B4C704,1
9927839B11D1CE50,1
AF7D7F211BD6B03D,0
98AE0666D066AD21,0
D1E2B878C576C26D,1
53D106CB61004FFE,1
A51E01AD7E8A2078,0
0FBD4C81A9008ECD,0
37B567B4172D2BD0,0
23900C1DD1291D13,1
94AD345AE3239264,1
C146ED52E73BC913,1
CF51A203A2D999BA,1
C1CFD878000C14A5,0
A92F85FE258FCAFC,0
73F621A826330C43,0
4A9FF50E880061B6,1
9D96232D63D5E750,0
7279101C93F3503D,0
34A63E7632173525,0
E09EF2A3AE77E249,1
4CBB7460510C8C48,0
CB5A4D7791FDA27F,0
ADF792FFE9C7C13A,0
EB22EC1D4DF6FF4F,0
EFCA07AEF17E4A71,0
B7C12A4C6F4A454F,0
EA452AFDFB8A61EB,0
FD8398C35821B9F8,0
952D986C16DB8A18,0
9C8AA87202141A68,1
82AB23A0FC862110,1
D8FEB8DE67797B58,0
DA3DC78020A77D78,0
0FFA23664B4FAFAF,1
E6ACE59A5E85643C,0
F7C8435F8C83BC68,0
0037447F0D99C071,0
8F5E248EB40F040E,0
FA8BD601D21CE315,1
1C1530575BF774CF,0
483EDD69DC7ABD16,1
07FBB920DD9D2E4D,0
6E84E8323C38C3F0,0
9714FADCB3C4D030,0
A00E0B6064EEC4C1,1
B636CC4C5170CA8A,0
67F1C18B61FE800A,1
6F689D6561AE3F21,0
361241BE8B8CE7BE,1
2C649ADFA998C8E1,1
239A046D79912C51,0
8E301BCC302FA247,0
D7E4527A6274D240,0
5C3BD3B5ECAADAFB,0
6ACFF20FD707CB6D,1
49D93A08277E0FBC,1
DF6B9B3FFF594778,0
2023FD4BAB89736B,1
02F865F8226001C6,1
A5FCD671125DF206,1
24DCEA0704056D2B,1
E288109DB8A9B014,0
A86DE2517C98756F,1
F997F6976FCDDF50,1
22C23308FD7EE75C,1
2320DE1615AC80E4,0
CE52309DA46A07C2,1
DC32F8A06A7580E2,0
E4C1D21074BE4B20,0
B2051CECC9F7369F,1
EE28DCCD9ABBE46B,1
9F8D367D6CFAF2DD,1
745330442E07336D,1
6C936F698269041A,0
D1F033748D532691,0
627CA9F773363302,0
39CA28265AF56A23,1
6CBDD9312F900058,1
01E6EE9A9AC55023,0
7F8736F193F3C702,0
BB1D23A8D8C823B0,0
B64E26CF3C9BA542,1
44ED98E280714C8A,1
ED3353FC692CAAAE,0
938BD3F88BD18D4B,1
0890F5065DF1BF6F,0
09B185D6FA6D81EE,1
7BB775D491724023,0
5E5B2AD8B4732EB6,0
948C7EB41CF8570B,1
F63471F87B45BD9C,0
147F0413B0C46DDC,1
BAED6F49245FD841,0
86C2AD8FBB3607B0,0
DBFE679AFBCBD6EC,0
C02627D1FBD1B0C0,1
478817ECC764032E,1
8456CE4F77061136,0
85FAB5EA14072EDB,1
9C2D9672E3D1803C,1
3EC77A8F16A46B83,1
A1731ED878F2961C,1
A9EAA9FFBDDF2416,1
AB310BFEF5DD7F92,1
AF1F798C13FD2D26,1
8A08D40EA2395AD5,1
94628786CC502A89,0
9CF021B84FFFFB59,0
E7515D4B0D829D52,0
88F7F09757F2A45F,1
02C2B367C74D8DF0,0
743B9F717807C947,1
E7F339DC833DE3AD,0
92EF63C1781F9D3F,0
54DE19CDBBDB4536,0
5A589B676BC7B635,1
FA4E8355F5E8A7E1,0
4B6C14E4CC585B60,0
2AE1D0BC4A099088,1
B1EEDF64090B23ED,1
98FEB4F3EC40D95A,1
4DD7962BBFDA55C9,1
C8F72C2DBA1AD160,0
42AC66DC904F0DF7,0
A119CEEE0FB91307,1
94010DFE79210C7C,0
92A6F3E62B48C6E6,1
A80494630D36F5E4,1
4AB05699FD888CBD,1
BCC4F0DBCF13CB3D,0
06FD01E69FD33D40,1
7C193E6F496CC03A,1
20775CE4151F62F9,1
13AD3EAD816EBF32,0
C8A4AE21D9F850E9,0
408669BB4721194B,1
9DA4EC0F21EE0F6C,0
4674A0EB47EDC6DD,0
41C7D9B3DB9C9B7C,1
BDCE4D4D03A2CEE9,1
9A940C6C1C8E806B,0
E8FE60952CB37E23,1
BD2CF4EB977E3F2C,1
A8BE6C8026B0D2C9,0
5EA909EF7257DCB6,1
2CE6F908CECEA5D3,0
C853BC5542E17302,0
3C775558B365FB7C,0
2E4982CF7C239EBC,0
8702F4ADCCA3A4C4,1
08789EF0DCACFA54,0
FBEC1ED857C4E2C3,0
F7A3F6A6159B558B,1
987593C3252352F6,1
D25C7D37EF16D03B,0
D66DE2A1277664D0,1
C0B4F6D67EF6775B,0
69B6F3B7FE5B9FC9,1
62173B7FC536D2CE,1
A9217DDC3CEA1F89,0
B9DB138870AFF6EB,0
2AD3136FA33817FA,1
93E7E89335FAB528,1
D7825EA3BBFF16E9,1
0DE84B635856E1FC,0
43AF6C46A46B3932,1
D1CCC8D3C1676505,0
0D7229181DB1CE86,1
76C9AEB22AE7DC19,0
79EA5621661423A7,1
79EC958B4D266574,0
F2C0A0CFBF03B8C2,1
EC264A0CC09F1C91,0
3BD13A438853490B,0
AEFA823B613A9FF9,0
63DBA8C8B4A2B699,1
433B66FC797EB3E4,1
87CB0E2A25288A1B,0
6F4ABFCCDECA8598,1
49EE4969030974C0,0
CC1C7204ED5E749B,1
61CB052772E5E892,0
50D0F83DADB1BE7A,1
87BEB021F63614F5,1
F4B3F20EAED0FB57,1
18ECDE2B0A802167,0
8802D74AEAEF2EC2,0
5A947A40A32E3AB5,0
D82010D1F4C873A7,0
9C48C8306E8984F4,1
A6EDCADDEB04CD29,0
45C87F41DBBD3290,1
453417B555C06C8E,1
CD649AFF445FDDE1,0
415E38051928AAE5,1
958C9CFDA7830A8F,1
760B36736422A73E,1
ACDFE0FFC5ED3982,1
3DE667F9BFC46C0E,1
AC00F929BBFBF76C,0
C53F4F7E96B6A287,1
851B986031E6A645,0
AD7EEFF756604762,1
FE43541AB0B6148C,1
5032739C2E0F0484,1
02B53D3D8C30563F,1
022B7E76AC3CBE34,1
11654CB3D4E99A65,0
69479974030FE73E,1
8677B81D1902C93B,1
AF7CE6091A99AAE0,0
59FCFAEB722944A9,1
B9AA06F5382BAB11,0
407C43704886274C,0
08B6F61D316DA914,0
9E90D10706113BFE,0
0E8FD00B178976DE,0
98197749F041E4F7,0
E4DB04C8A8174C85,0
3781D306D5E0A664,0
99714B2BF3533E8A,0
1F2DA344A3596667,0
F5321352B54468E4,1
161D6ACF1EB6D1F0,1
9ACCB00DDB3FB4A2,1
603ECFEF21419A14,0
C38C2EAFA8097A77,1
A5DD2836E65FA9FA,1
CD9E84EC90E9E294,0
2F4CFEFBF79828A2,0
1C6057FEE5605CFB,0
2F2BDC13B2165B5A,0
4B68D94D40DA9C7D,1
A9151364778A669F,1
13620119EFA9A0A3,1
7414E3E1A3871E92,0
FEC88839EC35C3DE,1
C4F4B84446C112A5,1
B1356D676D4EC8A4,1
AAE6787EE744AA30,0
C5268F0FC516E394,1
41E0CFAF52CA9CED,0
C7DE01A929769B0F,1
46FC4FF212F178BD,1
0FF89E8AC6F06A71,0
637AA99961FF1D9A,1
FEF724105528DC45,1
421BECCA0F6000F3,1
D013B7A3F4A29332,0
2D8CC97343C1136C,0
11C4194A70C98336,1
FABB66097DE17A85,0
335F0D14EDB7D4E4,1
6483B0E79C3CBE9D,1
A53E62BA2DAE62C0,0
1BC2197E7DF77791,1
8A66DE6724D4D5A3,0
6E66A273C4CA00D7,1
9D2CE51B37E82D71,0
1B332E43A4B1CF6A,1
710B7FA9E9A0C20D,1
424D9430B72479B7,0
08ECA4C81A71064D,1
12068AD612AADA4B,1
BA40662F9243A301,1
C6F903CF40271514,0
04CDC4E87225539D,1
7F695B97E581D601,0
A7222EA2261B5048,0
0038DC84A3ED033A,1
09AF9883EED21F94,0
63F6BF77AA239BA2,0
26CFBF5144352E6F,0
546FCBA3B336D143,1
642E3A16E79503FB,1
00F2BAA4931B9FAE,0
B525A4D983F023FD,1
C55FA445F09E0302,0
7A6758707D9D2B3B,0
6766D37B6FA179A5,1
BA4EF72FD8139AF7,0
CFF14C0EC7EB7D43,1
11F20D9BC90EC689,1
39D119508A45E02E,0
62699A4400D8C046,0
B0736DD1F443864C,0
C7A2EE6FD166EB08,0
1F0733DF7B68B323,0
8909B0039136E530,0
FDD99681EF5EECA5,1
555C4E185BE2124F,1
4D862412AE8CC97B,0
0E213CE5668EB10E,1
FF3C6D4EA1DC9CAB,1
A5A6AB3AF5757B77,1
5D87EDD21735F36B,0
DA74A05688DD44CC,1
570E5AF5F5FF3705,1
D757AD381498D0DD,0
C2AD0D9775AAECB0,0
4A3ABB3AC439DFCF,1
33FFB402A5D5BBF9,0
8DF21AD52D36DB7E,1
F7AEEDE80A119BAC,0
A925DE8562588CE9,0
4C82C44530E59543,1
63DDE733B225574E,1
1B552618E57E72D3,1
B057FCD4A1701E8E,0
7C8B7F1E5BF88967,0
E29D650A15B98C20,0
701FB3EAA1FE9BC6,1
3080BED6BC3E34AF,0
092385FE23D34D22,1
067E4B72316E8645,0
FF12FE28B840D136,1
3D0D5C8F97CB4585,1
638644E07D3E5830,0
CAF0F442102048E6,0
A4B65CFA8A619E64,1
7FEB4CF34EC77371,0
F707371288B04B77,1
CFD0B040D5916D49,1
F77167007305CD23,0
0433FD20FEEEF3E1,1
56DB638A097BA119,0
5674B9E20E5995AA,1
B8943DF8C9ABDA91,0
67CF5CE00AF5E4A9,0
36308A601E4182BB,0
A762B59CCE9E5929,0
85EB2B3FAAD53FB8,0
F0A9B97F7557C28C,1
DEC56DC3AD968213,0
895C167FDFCF338C,1
BDB58D062621D32D,1
3BA4F2BA94500024,1
1270C935ECC0BAA6,0
BC4716AD0970D09D,1
7D283421243F45FE,0
04E1502AA76180C7,0
E83CDFF978A1D988,0
9E4DA214EB034C4E,1
3E20718A0BB9A8F6,1
A616DDE4B388300A,1
03AD702E216AEBCF,1
A1F619ED2C1882C9,0
E797F3AE0CCA0C05,0
D21BF7334EADA8D3,1
18E824E9CB2FBBC3,0
9C794CDB74C88361,0
D5D9A3852BB24CBC,1
105F86AA974E8F83,1
D145BD7FD15B5A37,1
1D3AE1311B388581,0
985070727F44CBCA,0
9D99D4C5CC96BF43,0
1027FBF7387770F0,0
33E04A38CDF0AABA,1
565C1E3F6D1C31D6,1
D5FD46D7CFBFD796,0
BCE8E033FB70FBF3,0
66EA0949ADAB7B01,0
1EECE89153010FB9,1
AF206A9DF9D18507,1
8BBF1B30937292E6,1
5253B6F72328051E,0
F6F61488D62015F0,1
36965C84CB08B605,0
0BAB8F53C3A4704F,0
2C6710BD97D46F61,0
102F4F5C55E39295,1
461DE0171EE92D3B,0
C1EECD7A2428185A,1
2B0561676A478DDF,0
5EB38EF5B24070CA,1
2A3DD7698DAC210D,1
3E5F7E23704C19E2,1
94FD0594ECF91245,1
222498130A6B3E3D,1
CA82673019977E2E,1
A1D78199D8ED0649,0
604A1FE29CC8F772,1
28628B4EC714D549,1
E12F3B2104005940,0
14AA3CA37CA9E68F,0
01D96E9601A02047,1
ED174FDD2DEE003E,0
B4ECFE8D16D1F5CA,1
97FEB937A6D977A1,0
48A2A172E30CDEE2,0
B189727F6A8D8A70,0
CAD04982CEB28A32,1
79DBF407C5C6AB7D,0
207C0594B13E655F,1
24A167FD34C6EA9B,0
455CF668A3CB9E18,0
734EAB1085E9054F,0
3D3FBBEC697AE294,1
2CAF3D2FF026A418,0
B11184E79C4C37B3,1
98A547B209A18B34,0
B79A566B2E1482BE,1
9CAF4BFE7FF8A2C6,1
16888E84F346BBE7,0
D3946DC7A08FA1C6,0
4D1B6D80C8575C8A,1
6B358D15590CEE67,1
8EC61BE5012B809E,0
31208BDE3C52D68A,0
FC920C731E14FE04,0
FA0F01A487BB1F6D,1
9E719A56187EBCA4,0
DCDBF14E5CA59057,1
FC9DC0D0C2D94CC9,1
81EE30E48A2B466E,0
76D6DC3938227B0D,0
A05FF5E6C5346E41,1
35469CB1A8C9AA31,0
0D95EE7246C3E497,1
1CD889E231979167,0
26331CC6CBEED3E3,0
D80213BAAF6C2278,1
E9570A2AF7F47477,1
7F5D21F279731EA8,0
28E601302D238ED1,1
EC344CF0AB8E77A1,1
0DD4C0E60B099FCC,0
5D3BC1D3A5159982,1
35A7AC9B48F9FD0D,1
405A8E7E6F46A41F,1
9DE7DF7B5594552B,0
E3DC419DCE1E8D1F,0
74017BB3C2270738,0
1ABB574E0B16DAC4,1
0D6DCB42BD8BF603,0
8990779CECC3B699,1
2875AD5D2D06F862,0
0770D18FC9160147,1
83D0BAE77C2CFBCF,1
1223D9061DB67101,1
3C3C9C08E523E8A9,1
71DFC82CB8ADDF54,1
946B448297BB9FBF,0
6B47ED615372EBED,1
BF4113CB32E15F17,0
E5FBC1C0AD463549,0
3AE56C8D536016E7,0
1C31AAF3C76AEC88,1
3A4FECE7537D66C6,1
3CB3C9FA191ABB3D,1
699FDB02BCDD0B48,0
33304E33DEB0DE7D,1
E43081AA6022E3FF,0
12D2D7E6387D5ADD,1
95C89B2D7892D145,1
0DE92F1B7C0224E5,1
6F94DA50E3F713A7,0
3756999B251ADF0E,1
9C03D65CED8A028C,0
2D9563ED747A4829,0
5F9CB7E06328143E,1
752E761322EB69B1,1
31B42308B8463413,1
5BCC90FCA1CC22D8,1
450AB36DF9BE07F3,1
55FCF99133C417D5,0
083759F82090F35E,1
91941591B134B58F,0
47D5AC920F4555DA,1
1C71A82122F1C32B,1
772D416DDA05D2FC,1
6B10B78675656DAF,0
C2A59D7B2BD3D971,1
384852B657F498E0,1
4B8FB475E2EBB2D2,0
2823442C9A87E357,1
CB68A34ECA1FBFF2,0
F3E816B5A353EA98,1
E7D3F7709C8D1ADE,1
93FFC45F2B80E44A,1
8D8164B0F85AD287,1
3ACDC514DAE18B28,1
6964EB1616232E87,1
8592A38FDB62A1F7,0
DCB913B47D3D16CA,1
3768C85BFEE3DBAA,1
7936931E9771D80B,1
7677A166D644E9AE,1
03B686574777BE21,1
6D98A416BAE27198,1
DF629D0CBC7637A0,0
3F71E1AE3F24BA6A,1
6F2AEC8A53C9AACB,1
38EFA3BC9457F388,1
ED6F4EE3E44E7CD1,0
F23D9820977E5877,0
E9EBD4462622E0D6,1
E5F3D46692DE0DF8,1
6AF31899014CC3A1,1
0B5246F3FAED5777,1
FDC419B20A414919,1
BBC51A50787CB0D3,0
81145252C4C36368,0
6CFA855F089B5B49,1
64F22A7C87F797FA,1
CF4994E07AB16533,1
B257E257CC4AE02C,1
191679D3D24025EA,0
7ECB002E73D3328C,1
15457C643D922952,0
C0C9C3ED8EF90060,1
B172EC53032E2730,1
68181F5BBB56588B,0
37CF45F6F32EDE3C,1
5BC0798821F969E9,1
3D3331644BB8EBE2,1
FFBB4BCCA5CBBF6F,0
0413FFC7173A0C96,1
AB45EAF07AD30E2A,1
296BE9034E09C596,0
75938F5AB40BC353,0
920479CEDBA0C89E,0
956ABFDFBF4E2E46,0
F9F6B641063FF61E,0
76B904727470724C,0
237CDB55C596FAB7,1
B400A5E1DFCB821B,1
2F589A8167C5B29B,0
DF1E04CBCA342E3C,0
A076AED65ED3E00E,0
B432ECE976DC16B5,1
00595E29A226A75B,1
A0970FF4DC420980,0
6287729E12194D94,1
B0D508A9E4B81E89,0
87EA651B5539562B,1
4BED523C085FF4D1,0
C0BD44C06D07EE0B,1
B2B3BB394510EAAD,1
9CCCE19FF2335074,1
93423B4F8ADD06F9,1
35078C5DCB62F5B6,0
AF4637B3C9A62C37,1
9ED6270514B9BB4D,1
55F01600E17F348D,0
EEA77EA8BC5AD195,0
83C5C5100E082343,1
E8F60796F200A32C,1
5D2E7B90ACB60E81,1
0D333496E3528539,1
620956A81C684DB0,1
77215DAA5D975CDC,0
0A76BD919E7F87A7,0
5DCE8D9B5D96120D,1
A5EEA4A22CDE531F,1
B47299B68F0CE422,1
8F8DD99511274CB2,0
C6090B78B5971E43,0
236E900734680B6E,0
55BDF39EFB334E61,1
8A2571593D170879,1
A62761671D121DAF,0
BCC4F0877A7E8C31,0
C0953C13F06BFFA4,0
DF02774D9482B42F,1
B3ED8F33F587D26D,0
C0CFFA7335B50EC5,1
C2C96B28BEB96A4A,1
5209EAAB39B6410E,0
E5DEF08E5A4B4FDB,0
80E9B30044719067,0
6C451540AE2356F3,1
0DF1172A46F2FF38,1
5F70B9511038F676,0
73D12F3E5860C4F4,0
805F08927C795DD9,1
D45E087F86D4ABA8,1
785CA87B1F69E2B1,0
882AE449B5B71C24,0
D34C0A09ADA59CB2,0
E6426F0B8869372A,1
73B4DAF34AD1D634,1
5E3ECE609EF6A99F,0
AC5DD02DCCC67FFD,0
B177116DF2037633,1
FA63BDE0CF0D3F06,1
E214D458F0DD3DE0,1
3037F0B710CCF85F,1
E24C724BE453C4C2,0
1659DDCC75373D14,1
6403C4BC14860C2D,0
2DC69C90E5DFC7AF,1
F5504C5249D2CAC0,1
13B2D1ABF4E580AA,0
2A2E1E6A1BFF56F4,1
1CADA48A46A42EE1,0
25E050F6B273F93C,0
26870A987F0F6662,0
344A21B7DFFF8CEA,1
F3BD2348854BC8FA,0
05CF079EA0952C4D,0
6AA225714B0D2716,1
AEB1FCD3F8360A87,1
EE854C728A9B7B20,0
7951D52B21CC8BA7,0
6B8DA34058C158E2,0
BCDA835F71A0CFF8,1
057FDD20A50A0A29,0
3066478C4AA0D842,1
05A43113101D759E,0
CD4F2875DF2DDF20,1
D5BF1EDB3B79DA1E,0
8505D91DF28BFFB9,1
55FC0F2BA50939F1,0
9425FC3A6964A112,1
A7DFEB9257C13F7E,1
C96D525EA5639CF4,0
7C7438955388D128,0
AA757EEB97E642D6,1
87B8F95CB265A6C2,1
8C68720ED787463D,1
753FF3E271FC5136,0
913767AB4DD85715,0
E5F5CDC821C7C0F6,0
4E7674E9CA12BA49,1
CA0D72CE2BF6F6C4,0
3A0E618F428FD941,1
5F34FD6C7BF75B57,1
49C3F48BF8815F18,0
D8739636C50E5194,0
25F980460C1D180E,1
48CD42C05A66219E,1
F4CA6E7074B799EC,1
9E5E8CFE2A96C526,0
29298691EC93E43D,1
890A83B4B639529E,1
2EA9EF6C4905EB93,0
2CE4599DF92408C3,0
B546C5C0D6DE70C5,0
E79B265AB15F3994,1
CB618D75AA964DFB,1
2947FD26274AC7A7,0
1DEE4B6D3CE75D1E,0
FE67E8E90A88E6CA,1
931414E8510E641F,0
70DE13FC2060917A,0
5EA2D56B42AA0BC7,0
34850FCD2F3B2B18,0
B506C24D8FFF29F7,0
AA61B32F08E1624E,0
FA5FAFDB512339FA,0
25DFAC0758065BAE,1
72CC3FC55F775A7A,1
F9B81E658A34B26B,1
889CD33D299FFF30,0
1F19F85B4D330569,1
06617F95EBA18FA8,1
EE5A88566791659C,0
C4BD9B597FD9C96F,0
F2A24DA42537E0D6,0
ED850A6D75422851,0
27F31B7851F9CD77,1
F85BC2D301196E6D,1
8BD03267BD0E01CE,0
81E58EEEF9C0FD4D,1
A5B1C79954CECEE7,1
4BA99D78B49875D0,0
E55EC749795235AD,0
F83811C54A321D2A,1
C110BCFEF1AA9BA0,0
FE7B178DFB0E7C28,0
AAB9278D92DFCF99,0
CCB1063D25A74338,0
BA81D86090B3032D,1
EC1B55DDE82956CF,0
56B405D7712DD406,1
1CC0B764B06BEFCA,0
7A9E8394BB4CCB14,0
0A42BE3FE671D582,0
AD91F45623B13EBD,1
1DEB979D8D0BB6D7,1
0659010A4EDE79B6,1
9E15EBCC66D137F6,1
3869D3C9D743B5A8,0
5B7E24CA722B4439,0
538CC0CA17ACD7E9,0
9BAFCC200E16AF3F,1
31F55560A42D10F5,1
86C45E42955BC346,1
C8022F8E38DE6B6E,0
C4605896EF87BF0D,1
321A6C3F47263C24,0
15661FEB05C5BF8D,0
D975A56289D56357,1
AD5406BC72098A7B,0
F526D3B0ABEB35D1,0
F9D09E26165E55B5,0
64F8F226830481C2,0
7D8F235031C77A44,1
9A6978CF51589375,0
82F552C89AE66149,0
0E5922E9F182CDF7,0
AAB133BAE88FFAB5,1
65C65C7B5C6EBF5A,0
B74966CB25DFC8FA,0
6D79D8BFDA92E740,1
62D846D05EA011CD,0
031EEF965F71DCC4,1
584CB0F748DED8BE,1
4EDEAE5F59F2674C,0
72114575FA3EFD03,1
8F9FDC15DFD23D15,1
3737CC38166CDD33,1
E3472E25BA5498FD,1
BDD4C1F271B86CE0,0
6A6566E8FE1AD905,0
7147F758CDBE5548,1
29EE29F449E3EB48,0
BA5E4066CE40924A,0
E5D136E2F8698E93,0
BA85E4036C80444B,0
6A089AA0E57C5C02,0
D5E4157D23BAB528,1
9912509096516EC2,1
24C58B47160934D1,0
4DA08E483531518A,1
FD06A17979803EFA,1
867A211ADE162C17,0
55DDDF38FC9454AE,0
EEE31D4710ECF6AE,1
9736BB4FF5C8CE3C,0
60329EE6C190B0CF,1
01B1C62616A48BFA,0
A388CA3268D26992,1
45F8E14DEA16CE6E,0
2CC5C9DE6A1D9731,1
764D7E7C8E49D0F9,0
9162F6DBB5D2BF7F,1
EA350F17C157A761,1
33028B32230DA680,1
D5108BC02F9E1DDB,0
4A1A421961BBA5FB,0
7D9704FE8DCA3908,1
D2A2F8390ACFC6AC,0
4D4F6814D3850240,0
95D03545D5A76023,1
7E7D5E884DCD5534,1
BD6734588F2D0B17,1
397A284F76A4C79B,0
CA8D5D5A06DEFCA8,1
276E1D6700A0586E,1
4CD7E6F7433ECD2C,0
A3FB6D0BF4BE28B4,1
A2F5A68BD590F435,1
1FCA0F1678F8755F,1
AA794DE7A7604977,0
49A5FD0DE4871AB3,1
2DEB57F96ACAC954,1
E82399437DEC4605,0
A510AF65B0167DB8,1
074803793EA7F419,1
C3C495061E8E06ED,1
7E388A1946F7B20A,1
F87AE6DEFE8C9AAB,0
9950F11A1114E0DA,0
5C9C4570BEDD62A7,0
7B011FDD94C0B9E0,0
6FA22F9290C97F00,0
42067D80DE4BEB12,0
AF97FBD2A0C45942,1
F969057979DDCDD4,0
D17AD9BDB1BA0BEA,0
5F8A2E3C1E9D095B,0
BBA316688334E524,1
047DD58393447B2F,1
42710779D864465A,0
94E74F2629B05B37,1
25693E130EFA8993,1
7606FA3451D69F11,1
B17AFF6DE0D96670,0
5B7D9D2D22AFF503,0
0D8A16F329CE9BFA,1
5C75352C45CDB96B,1
A2E117986B65450B,1
F4852088E97FB025,0
0C78947B5B21C9F0,0
4AAA7F994A34041E,1
A391FFDB8794AC7E,0
13AAE9C8EFB278FD,0
319DD940838CC137,0
A0C69223C4359252,0
C3C2AEE62EE94ED9,0
99487F821831B802,1
2AC96B60C0AC430A,0
52965CF38B30BB4C,1
50F32AB5DF586EFF,1
D85195ACD3AA9B27,0
CCC4C0A9AF5A01CC,1
457E55CB4D131338,1
B2ADFFA6AF793D4A,1
5CCE495DB0377C52,0
88CFC53D188889CE,0
5A0461C9947DEFCF,0
24CAABCBD2C4C286,0
230F1E69034D42FD,1
480AFE9F84A6D693,1
C75FF3685F7DDBB1,1
697878C17C2257A0,0
EBC095F5571EC230,0
29BC4734E92966BE,0
37C6BC5D1A380E8E,1
80DDB3862790E92F,1
D4E20134389AE4FD,1
CB8C1D76303C1503,0
8F040721E5A5829E,0
B08D16769D09A404,0
F3D6B9F2D4D7B0CA,1
D89806FD86912EFE,0
B6697D0A88376BBC,1
B3C7A1A88D15BAEF,1
CD75E6DEC19D5186,0
6AD734531D2CEC89,0
EA8104AD75E2C2FA,0
1DD73F1F138EF8CC,0
21986E3CD19FCF31,0
0472F9F6EC6494E0,1
592448EE7AC1B4F9,0
B0E8B2FA4FC34759,0
23966B835CD14B22,1
7122D7A0D12972D3,0
FCD2280EE3C51BA8,1
85EB43C898FF805C,1
F859396DC37A9AB0,1
2C15C4AD57904515,0
4DFFC9AAB5BBABCE,0
BE94F1CB075CC8EB,0
1E5C5DA8D087EDCB,0
20F36E9238EC71AA,0
B1B9FD9DDB583DD9,0
B023DBC32471A957,1
4EB39F633A00C83E,0
35B823E420168E6D,1
FB29FF362155FBA8,0
6CC0067F141F746E,0
C355853EB0D9751C,1
1C99D366C8B62C18,1
04D07F2913E675FD,1
7BF820F6C6523C3D,1
